match_id_hash,r_num_damage,r_num_damage_taken,r_damage,r_damage_taken,r_damage_net,d_num_damage,d_num_damage_taken,d_damage,d_damage_taken,d_damage_net
de41039149b7635840f90fc302548eb5,68,55,92408,36154,56254,69,48,92943,43675,49268
28497cb3f04d45a272e8b7ed9c7199bd,81,65,130102,24823,105279,75,65,91610,37373,54237
bb72d40b170659cafee461fe458b5331,52,32,55730,17198,38532,31,27,42368,11664,30704
5b26efd8f4573da98d7a53e6eb3bfcde,122,90,260403,72719,187684,103,86,236870,66445,170425
9360b6c02ab8b2c1ffc719423c1ebdb0,40,31,41166,15112,26054,35,20,34627,8807,25820
512c0d7cf0312c0767603dd77dc42581,35,28,22866,12258,10608,35,30,30191,9839,20352
7849266871db9c0605bd33872a7643fa,76,56,101406,23276,78130,55,41,54492,18733,35759
fb5c712c74f8317689e7082416b90b77,173,138,434992,92403,342589,156,133,514752,101620,413132
185cbad860e2632dc088d756e3e61a1a,187,154,859977,183046,676931,207,151,788214,152397,635817
2c6ea5bc1788fd5efc72fb741bb4f3b6,182,149,614045,134969,479076,168,129,726085,132043,594042
9d59ca0a4cb2514d10f5932fc2007bd1,19,15,3156,2875,281,21,19,6977,2693,4284
2f07b1315b85521f9641dc4dfb72b4a0,83,63,199006,63931,135075,133,94,335945,52468,283477
dc777a69b5457e32f635827d5994ac20,44,36,36918,11154,25764,39,31,23570,13548,10022
e4bae80d0f728c1198c57c6e9de948a2,52,35,40557,13719,26838,40,35,28771,17751,11020
6d8926b8ad2843de397b6ef560b53466,160,105,470609,87541,383068,169,118,396966,76354,320612
5c4cd7ba5f0b31ded435690a2a596981,12,11,2031,1193,838,13,10,1920,1306,614
ee0df626563ce0e39d5cd039caf141ac,171,126,477789,106746,371043,156,119,607285,111812,495473
192f19f03feda5decffa47a9fbc6ba63,62,56,97240,27439,69801,59,46,56099,25935,30164
9a4de866c4e057ba4cbf1c2d79210e41,52,37,65851,17462,48389,53,40,59862,22446,37416
f0cfe3b5e56e8b2f0865dfb4be2ba23f,129,110,286098,57342,228756,150,118,334265,61689,272576
fc817a3b4a4cf8269fa295c786c0b9fa,111,83,231843,33724,198119,123,99,209348,38180,171168
99f889e363118fc49c6c632aad683f18,144,106,363018,67367,295651,136,111,479125,59838,419287
9be7e4163e437ce3950b8d42b0c68756,24,27,10919,3970,6949,29,24,8902,4905,3997
981a0ab91d4648f75ed78f4173e8d201,211,144,724945,132602,592343,225,159,903632,158347,745285
c59f3f76dfc3a02b77f3d2814d9b4122,50,43,32592,17855,14737,52,37,53184,15783,37401
378200e56bbb733394b45a902c0bd01a,127,97,250710,39181,211529,131,102,212816,64872,147944
a0d7a946c3e51ddc96ddb2c9348f3871,108,80,196493,45011,151482,139,105,289267,52138,237129
67bdabee790d3cf4dc8663d1831beb53,161,123,619537,93437,526100,146,124,442620,93647,348973
f3398a77b495428fc23e7621af06a027,63,50,121363,29977,91386,55,41,95479,29248,66231
175ef2d5732f4526a08fd7352dabc27f,42,37,36854,22381,14473,46,34,58271,15789,42482
425871da01ddd66e3831fb690089b889,101,85,213371,79243,134128,149,140,378059,74875,303184
a7808f7dc01a959e29c4946cc98e775a,12,6,2453,1205,1248,9,8,1447,1471,-24
5b6190e89e6947e064c1fd426213f8a0,172,139,568888,88651,480237,167,124,520989,57676,463313
85519e14c42ea6a02d2d8c73a63d6b66,149,92,682303,120624,561679,185,153,574810,140505,434305
c43bb03dd85deb8bd927921bf8598a36,120,91,343327,61649,281678,113,87,284936,70151,214785
99386fd5fa5cfe926fc4344da562b1d4,71,46,117144,28558,88586,63,52,67833,33063,34770
0c189819d5bf45f817f77693f941371c,188,152,873167,154367,718800,225,166,842416,176522,665894
5673bf13c6ecc771fb56ba93789c71cd,12,10,1677,588,1089,12,12,1000,1478,-478
2392185f7a1b6fc35f761d2dc34423c8,92,55,171459,23697,147762,52,45,70796,32751,38045
4cbe5e5a1a2c1389d549d04e2e018a9f,63,48,116789,22628,94161,77,59,131106,26892,104214
064522c97acf0d4b095d038c663374aa,131,109,343084,80953,262131,109,95,293250,84995,208255
1cfa44f46b5cc24d38723894ff4577ba,59,35,52250,10072,42178,39,32,28781,8978,19803
6f11117db84c0585ad2e792aeae191e9,29,23,15519,6469,9050,36,28,19876,6648,13228
722d71f25c1d1fa1124580d3a78e458f,99,63,163303,57375,105928,80,71,118162,48975,69187
db13e824e8c7f64cd6cdd783437d1b5c,113,96,267107,42868,224239,114,87,197621,34896,162725
05c46e17555a38bf054bdc9d207f1cf7,138,100,330422,55440,274982,143,105,337862,69398,268464
1e4c98abfc97681f46916e92502ac2b4,36,36,29177,9183,19994,44,35,38017,11016,27001
7260c8e6db4177850c02fb9825095f5c,52,45,58745,22521,36224,57,49,59689,24556,35133
538af79dd08dc1e6e278c3709bc5a665,27,24,13222,7277,5945,21,18,11827,5436,6391
66a8e40f604d9735d4127d66a46e1b2a,191,140,746061,109937,636124,151,109,539597,118770,420827
f864a881742e71db5311fbf0bdc7af91,99,72,358240,69905,288335,130,101,396521,81174,315347
66bc5c7f6f510ff44060240f01e94365,57,49,63547,15850,47697,53,47,56127,20359,35768
83097723ca023da3b686e71bca02af03,69,50,75961,20743,55218,72,59,85503,24368,61135
79a0d4fe6ea6e1de856aa20539d5613d,38,34,26345,14354,11991,41,29,35826,9957,25869
0e8d0c9fee551abfb47e522f76019d07,30,23,19066,7356,11710,29,24,17970,7291,10679
3ce2d282e8bcdaad73df58fb6017084c,15,20,6617,2353,4264,23,15,8944,3292,5652
7b3a012c21d254b9d85da3f74d78eb81,101,69,173454,38560,134894,58,48,137075,36464,100611
0087083e837c64c85a3b350a03aea77c,111,85,311388,66698,244690,117,105,326462,111640,214822
ad02fe6d15cf998d5cb8f4e369baa559,82,74,180113,40222,139891,89,68,145117,34651,110466
b1484adbcd7d87e617b8d54be560e27a,60,41,91539,24803,66736,58,56,90554,32263,58291
d818ef51c0f27ef602802a4615c8d413,44,37,30876,12039,18837,36,36,23834,10920,12914
e3b48a70597706fae9bf451e6c84e42e,200,124,518196,79824,438372,164,134,429154,85716,343438
a1cf47fe00e1b5083147e651d7e90c2a,107,87,164800,32194,132606,72,52,100294,34999,65295
cd4a07c41ec7a3f1938505328c734764,242,148,934608,94414,840194,218,181,1223436,134455,1088981
10ca3074f6f359f541d9ccb3c0bbb836,85,68,170705,45639,125066,91,78,159200,49576,109624
0d3c92c117eaeeadafe8e16453a66ad6,20,19,9890,5790,4100,22,18,14232,6451,7781
725df7955b077ab96954a6f27572c692,29,24,20009,9403,10606,33,23,26143,9145,16998
70a53f7135bfa6294db4d163c1c60a80,89,69,103171,27334,75837,76,55,90609,23311,67298
0ee9778bef0831ccc9a2685c28963268,135,106,486623,79389,407234,172,140,483259,78061,405198
7b10e0ca4a9d71ca1c5085144269d1c0,38,30,21971,9358,12613,40,25,23567,7190,16377
e659fd86dcdca602465475e9dba40c98,108,100,276955,49994,226961,116,97,215032,53811,161221
805ac9c1a76befe4315611fa555fc835,106,73,147325,47440,99885,128,88,213440,39444,173996
9b2c59c8277387ae5d6ac8c9755c66ac,35,29,30789,11818,18971,36,31,24763,15226,9537
2dc398548084ccd59cb99d297a964b11,50,31,43975,10542,33433,34,28,26719,12270,14449
8cf72eab00224d1c49308db67726ab36,124,92,262428,61780,200648,131,106,234385,69383,165002
5746237fe7dd146dc771457ac919c774,103,83,219857,43439,176418,85,83,167491,41792,125699
74e9fbfd6e7b3152a23aafbbdc96095e,80,62,120110,35004,85106,71,60,120419,38173,82246
ebf87c7f5a6d80a969c5e2747a2e820a,24,20,10829,5975,4854,30,26,16035,5365,10670
63c878a241d7bd4ba730f2043e34aff2,116,88,273356,72832,200524,98,78,231660,78708,152952
8a03e2a2f073bc64a78abc17e1791d7b,66,61,99284,26939,72345,64,53,79134,28521,50613
3370cd0dd51e0d559e01d0c7eb83899c,52,39,48550,20276,28274,40,33,35510,15657,19853
32fbdefe41f0a4ab5c2d52075d41fc11,47,36,48802,18353,30449,47,42,53916,16574,37342
5ed1a446802e6a5568abab8a9669dfc8,149,106,349541,79240,270301,153,119,532973,100934,432039
64b048f27c482eb0326e35f5b45b18fa,100,49,177358,51245,126113,110,61,219999,65168,154831
c413766ca083aa9eaacb7f034b9091ca,68,65,121168,68550,52618,117,91,265504,45693,219811
016d9bf9e16fe8fde4b3c131defb8c92,117,67,149718,27577,122141,58,42,94455,33404,61051
f763abaead5fb7927eb0a5d82fe2ba4d,35,25,27926,12618,15308,49,34,42008,8739,33269
9eab012f84c7b1f1919f72561d651d5c,70,50,132203,37671,94532,88,73,119684,45183,74501
1ede8f0feb1e359b31f22766bbe0b16e,53,43,91349,17566,73783,53,44,59867,21471,38396
b455849cea4881f6cdb3ca81390d51b2,100,82,235129,82223,152906,92,71,294407,75906,218501
f4e3d0f8617e8199afbdde8426608d68,66,49,138536,53309,85227,53,39,105850,46846,59004
472940077c7210694e8fcc39549db64f,33,24,43820,7749,36071,44,34,46189,10681,35508
d301b179bfb15dac34fb7d2069618848,173,113,498961,96667,402294,115,76,289270,117987,171283
7660114b72980b7f221c77c027d84df3,36,26,31081,12883,18198,35,24,33467,11318,22149
31b1133d5e4f20b046e5e0e93ee46ec9,48,42,79591,16990,62601,60,41,80737,19295,61442
f9d0300634ffcf8524f167fdfd737f9b,36,28,41178,18056,23122,43,28,37359,16224,21135
4187345a1502af2e1ca95e4a50b4ad69,173,135,903470,165166,738304,200,167,1001684,173322,828362
0c9e71953f91ea8de1f48121ab50afc3,48,38,30275,11522,18753,30,34,27849,11439,16410
7fb0c59ca677c3a175d8161b8cb13171,76,53,120946,22163,98783,81,58,123480,25572,97908
010bc4bf10a83615d964bba1ccc76ee6,129,118,345014,123550,221464,156,109,452488,79766,372722
3e4dcc124fe29202f416bd9bd8f04fa0,61,52,62801,25679,37122,54,43,59486,20409,39077
fd3431257370562fd1f73739885fb3cb,136,123,464298,117859,346439,184,145,528107,109468,418639
479e0ad44e584c0a8fdacbbc225a37df,59,50,60116,19433,40683,63,48,56713,18849,37864
426bfc428690bd0b654ed9c356751569,29,25,28761,7007,21754,25,21,22989,7728,15261
6862606271bbe62b5834103a78fb53ae,74,60,124762,40824,83938,84,88,147470,32210,115260
14b7d952e2b56c958d667be1f39f5449,109,74,153403,50655,102748,84,57,154344,36664,117680
2ba3224bbc1555796df897686e14b5a2,83,69,144908,36252,108656,97,83,163536,33206,130330
f6ea95c12693e23be626c7571e922e82,63,44,71101,15616,55485,48,48,48139,19127,29012
d4b157ff19199a099781383fed871827,28,24,15233,6666,8567,32,21,15210,7317,7893
f90b9aa9cf5121e82b135e17c6ec32d9,117,97,285917,61040,224877,111,95,412711,77223,335488
0466d4054a8a97f5f57155e5e64c1835,37,33,31467,18997,12470,41,33,35130,13508,21622
fbd6fc91cead51e3fd636ff9e773971a,79,57,79299,31888,47411,72,51,105132,24012,81120
3e1cb18af167d5c2b308f20e14d6a1d3,26,19,11863,4570,7293,26,22,9574,3798,5776
145f7a41cb72d100295a77d34449c7a5,64,39,51390,17098,34292,62,53,58425,21072,37353
26711191d93e8c6e931d05205d0f7fae,129,97,202522,62487,140035,87,74,140894,38591,102303
1c25f2b89164efac5a21210ef7b1401a,118,96,305280,62335,242945,127,107,269969,82649,187320
e97946b45942561eee3c883fc3620312,168,123,549628,118171,431457,199,142,698891,99640,599251
dd76829c265a4ba157999150bd1bfa59,170,135,451487,85997,365490,90,79,230221,108593,121628
4e1c417fd78deb193c08d3c9194e4b9c,36,32,19691,12036,7655,41,31,31701,11060,20641
821996195bc1fb30e8db37338651d8b9,130,99,298128,63829,234299,99,87,160713,68737,91976
46deadc43f0efb0b7fc3640570b46891,4,5,711,1311,-600,5,4,1311,711,600
f77e8c3c5125cbc2607fac2c26579ec1,57,43,43125,12612,30513,39,32,23616,14327,9289
ea161e11da4611f76e592e3a2d64f253,37,26,38922,11174,27748,33,26,35667,14092,21575
27796de9f4734fd5be9bc17fc8ba4c7f,149,100,398540,93709,304831,125,83,373867,113726,260141
66569c243b1aca38af58bfdcda654270,117,96,202263,71503,130760,128,102,224579,63753,160826
e92e62b67fefc3c141654f4cdd456ceb,52,42,66136,25439,40697,52,40,49060,23033,26027
9e2a74f506de0d01f9aafa8aae5e92d6,170,127,358387,85421,272966,102,88,245500,97936,147564
a414c7c2db5974046783e51d9c91cc75,116,88,291510,79173,212337,198,148,524302,115494,408808
6c3538012f41562fe32a1b397252ab8a,140,125,388672,80064,308608,129,100,267977,90852,177125
c4ec635e97e638b31fbee8b41351571c,28,21,27458,11998,15460,21,16,22539,8488,14051
7dd4918869c16efc9c8527391190eadb,53,44,79977,19944,60033,64,52,63965,25829,38136
8a5b78b997da877c096f7562c9055bf2,140,111,254709,57268,197441,168,114,315809,55089,260720
5174a13f46a5da74e352757ba4f153db,115,81,271374,48327,223047,139,103,429335,62286,367049
ea3bfaa08b0434a5a49b73f54e2fbb48,150,114,356378,54342,302036,131,100,390511,54207,336304
31a0cb339bc65d31b934c7febb046b11,63,48,78912,22028,56884,70,63,87866,31211,56655
bdf63399b9f40c2c7468c6b6dd7f6dba,100,83,245908,66518,179390,118,90,263700,40307,223393
fa299fc1a4cf09fcd059a14efc5be57b,94,83,123861,34059,89802,94,76,126701,27662,99039
0c2621c8f4ba7ba2f69bb509bf464188,25,17,10051,3869,6182,25,23,9054,4964,4090
45981b3c411cc54e2fb223b14d80c50e,176,146,656897,134950,521947,164,136,587772,160551,427221
6bc1f7cfb85a3a1ce2499b3551f033c3,124,95,262038,82645,179393,149,109,370833,65971,304862
1ad7b78baa8bef4a1a5c63618eec3db1,107,87,187512,49943,137569,98,89,158789,61888,96901
4fed1358c64e16de48ac89239b70d34b,52,37,33185,16747,16438,49,38,67794,14887,52907
e4bbf14fae3a6cfd9b7166e229a95c1d,111,86,306804,121893,184911,139,111,398360,114841,283519
aef47b238d7a0eab38d7607bb47f1f9f,30,20,20007,7231,12776,31,22,20007,8278,11729
de7e6cee4f3b21730b45ce53d53d0a15,169,128,406470,53519,352951,142,120,384882,67581,317301
e38161118300164767f121062bfce7d2,19,12,3417,1510,1907,20,17,3037,1825,1212
28ff73e3c8c30894927540e6eae5e5b0,127,76,475106,84794,390312,204,147,641196,124159,517037
286db67143d193feba1a54ab3c428d44,146,114,357741,98483,259258,149,102,319204,78085,241119
8224f5b34b1bd0ef8506aab25323fb02,74,53,84701,24486,60215,79,60,87846,36531,51315
b47b0bd8abcf5267755f2d15b7497126,66,64,74859,25025,49834,51,30,58757,12755,46002
fe71bed4ba371289748188b7063a328d,118,97,318031,90978,227053,105,71,277640,82647,194993
e5b286fa3c2280ae59c0ff037d224dc3,70,46,136368,32431,103937,53,43,149494,20751,128743
392c7d590ad98921dfc332a33ed0c31a,120,87,305564,121274,184290,157,110,478906,114829,364077
cc0ec03becbaa45fa9ada0e1a17a20b0,167,139,706209,132076,574133,164,129,505773,118401,387372
c84253e53c3adca1f8503ce7b395c8dd,21,15,4209,1748,2461,19,18,4739,2083,2656
bab3575d65310b2595fee1a39bd89bba,202,125,531521,89600,441921,139,101,388618,111953,276665
af003223961c99491db921cde5266939,82,67,120621,32106,88515,54,46,73245,38560,34685
a02c196ce995b9c6a8063fddaabb1477,100,74,211364,45967,165397,119,98,240782,47587,193195
d9b103a0e0b8737dff4b447a3695797f,35,29,13292,11160,2132,34,29,30814,5655,25159
beb246c40bccb39568237c22d7111db5,228,186,1128526,128257,1000269,206,159,814464,164024,650440
3a44f60bb3fb060a9fe577f57863e040,26,17,5783,1765,4018,21,20,5091,2808,2283
b3fbab3f691e272463191689de373c6b,163,116,373191,69333,303858,103,83,203072,93013,110059
268fe6511b44a03324567b501dab3cd5,84,60,139307,34141,105166,87,61,115379,22138,93241
b937cb93a26c4555d6ebea1c7485954d,21,25,6716,3208,3508,24,16,6920,3461,3459
7b7013fa001801db7a8747a28a2444bc,124,91,314337,103884,210453,157,120,456623,152126,304497
3f8585570999ad627a78ebad8154a1cb,224,143,645506,110691,534815,155,128,506106,110370,395736
65cb39781bcab33c5424cc01519f0d76,81,70,148425,57185,91240,118,96,280027,69806,210221
a5c10d72f7f5963db298d1941fc2983e,48,37,51326,19594,31732,40,36,51647,19640,32007
76402e0c2ed9087128c1909e45c8ab63,88,78,141234,37633,103601,112,90,194731,27068,167663
256929a6703fcf148a517e28212ec4a5,147,101,350293,49906,300387,154,126,347970,71114,276856
b7cadbcde9890157b8095e8b4b7be865,21,12,5519,1619,3900,14,13,3635,1956,1679
a5073cd096c5bdf39e7d70967fc1308f,40,29,42205,14729,27476,37,34,38830,16485,22345
38b02dc4fe0980499575a571973c685d,25,20,9961,5071,4890,25,18,11643,3357,8286
eff4676ed5fa447bcf2f38b3b984d146,13,8,2440,699,1741,12,8,1252,562,690
0d409a74fa1b28732b4be32bce57de03,132,95,338462,77320,261142,170,116,495145,80899,414246
b45303a7c32482ed144c19caede15e5a,2,3,378,328,50,3,2,328,378,-50
6bd07c1f8c559366bfa713f58aae4237,137,99,421746,96199,325547,151,126,461380,105357,356023
58c64ca512859cd04ae85576eae06ad0,6,6,802,339,463,11,5,1124,501,623
2a8cfa86ec3b30e850b1f0535c99423f,21,14,9736,6275,3461,28,24,21299,5052,16247
50cca51c33f1e9e1a42ca6a2710be5c8,20,14,7440,3073,4367,28,21,7232,3024,4208
9900dc79024e093f0b9056052f1da0d6,196,134,622645,128634,494011,176,130,636471,119252,517219
269100ae152b0eab85527c0f3b85698d,111,73,223453,43150,180303,129,106,225474,59651,165823
19d9745159fdc0ed5cb0de03eeecb6d8,44,41,47751,21962,25789,51,31,59116,12167,46949
37c174c8b2994747ea473c5ed2806602,104,83,202619,67629,134990,112,88,235909,65863,170046
2e25bb7ec562fc5bc5c380e678f52728,172,148,566050,110842,455208,146,114,533864,90836,443028
4a33b141cb7c95b8dc9307b83d65a38a,129,97,347199,107940,239259,139,109,362969,106544,256425
41ce21895f17289b4950d2fda3c4840b,77,62,195780,47257,148523,90,70,170086,53738,116348
6ebf9cf9e5b41c7909e456701a02d360,142,92,253842,49640,204202,158,130,370875,67880,302995
db26256c3b6110de1eb5c4767ce4ab7f,110,87,181282,37741,143541,105,97,158235,41541,116694
32a2f85286a8c08697d149f6f2cb70dc,88,65,156446,49956,106490,71,60,160488,67702,92786
a71642198d0c13d728a69ec4c78822eb,31,22,17124,8785,8339,31,30,18125,7873,10252
6915da2e9f80b2e2dd52d70b0da83d69,173,107,427856,111132,316724,133,93,365692,100202,265490
3490fee5a7788580c590fa7d0e093fd5,30,26,23944,9546,14398,37,30,18943,9347,9596
176a66aeaf8d469a1cd611495e45b552,141,117,436073,60919,375154,149,106,285456,55651,229805
1a2d413193660a85ea7e1a30b15e114c,2,1,322,38,284,1,2,38,322,-284
5007552953e0186492a0ced4887f8ca3,100,75,184121,28194,155927,75,66,109810,42540,67270
fc9d9971626811d8f030658c5364c954,150,94,454758,129866,324892,171,103,402034,107822,294212
a67e948605ea0bd87dbe4296b1fff71b,88,58,165143,36101,129042,97,67,174332,36015,138317
c0f243c3357bde1b86f80bb3234f75ef,116,81,261574,74817,186757,140,96,253455,68214,185241
016b8834fbfa7f3fb35af9e717e0ac88,186,168,620422,183901,436521,157,119,665352,116171,549181
1c2b9621224c47a35c535e148c063282,116,80,216062,43288,172774,85,47,118041,46400,71641
d881350b21966eac19058631b3649e8c,38,33,33034,14962,18072,45,32,37948,14419,23529
3843706882db9886150ef62d6f9a8c2e,121,88,259710,67392,192318,142,102,346016,48629,297387
5037abd7f3b63f55504b673543bc0061,46,40,62457,22286,40171,46,38,47716,19630,28086
8d24a69ea600421e4ee1f58ac65a258c,83,65,162214,53267,108947,95,77,200302,50199,150103
80ef18a6b007097b453d5439af2a7fd8,88,64,146164,40932,105232,106,81,238565,44439,194126
332e70cc18aa4e1305cdff944f71f9ca,13,13,2181,1572,609,12,11,1830,1809,21
27f84f3e190229b68e839537786ef036,97,77,170204,41741,128463,100,65,174997,30925,144072
430a5b1efde5ac035b6e20fb4bcdfc0b,152,96,358415,72193,286222,166,112,434101,93503,340598
1fe5cff3fb0a46fdd6b0d4fbc73b36a9,30,28,43733,11647,32086,48,26,29960,16049,13911
4a7b87106b087d95a8702eb7f297aeb8,79,63,175328,55099,120229,100,72,253278,39720,213558
51f3afe8caa5acb37df0332349b41118,169,118,478461,68464,409997,126,90,366346,87213,279133
2f43464e194daf13040145156329a85a,177,128,493077,117037,376040,141,99,385122,141641,243481
48a90c042d2611dfcbacb84a342d5fb6,65,56,91244,23290,67954,51,44,95165,28293,66872
b62cde8f18f9929c3bc152021c96c065,106,72,130178,36586,93592,87,76,127453,44943,82510
967aaa92c33f2a35a16819f13b8c2cfe,199,140,883251,117274,765977,148,111,584998,129231,455767
382d355f0534cc601ef9e60a99c3ac09,120,94,332351,80585,251766,136,99,273257,77566,195691
143d7bfa701870c6065a667f3a7daaed,96,89,206465,72747,133718,106,76,220713,72263,148450
d881c46fc08bf4db47637be04603d733,117,79,326327,50712,275615,96,73,169251,70446,98805
ea4013ff3dd91d38c20f48b50af5fe3f,25,24,19870,6090,13780,28,19,16775,7852,8923
7a66306f67cd0b4f2b5db56d56d9cee9,196,114,576122,142676,433446,200,121,528614,144458,384156
f8179ec212c6cdce11f7b6ea31b4e2e8,129,86,401818,73461,328357,114,75,271095,118646,152449
ccc7a92f66c3e50aae4337e4130f129e,59,40,39869,18417,21452,54,41,47991,15157,32834
e7203edc3090d25c1b598973c3b4319e,74,47,95985,22215,73770,51,37,65066,23724,41342
aa0f9e8136cbcbcb3fabbb55fdee91af,146,91,405104,89363,315741,146,114,505686,93396,412290
c90e0296af0670931629758188e86a68,67,57,96972,23544,73428,60,43,85872,26840,59032
2d834c67f70fc56d15dee59c31277439,119,80,252977,77651,175326,92,96,217279,63396,153883
f79df2d9ee2a540ef76e385723a96203,92,61,204375,61586,142789,105,93,222634,63613,159021
f63ee445d75e6369d75af3fa017c0c64,118,93,275383,70967,204416,131,109,307252,78284,228968
e24b4c5d7a2dee38693a11cbc89c2c53,29,26,12028,9168,2860,28,27,16725,7002,9723
2ceaa6db32aa66fb840368e72541a503,212,159,914161,130817,783344,253,191,950843,201020,749823
658e7f29180f2a000f4f4b92f8d1fa76,57,39,59554,23181,36373,56,47,61083,23604,37479
8884cbfa43dea039949443be25b6b555,38,30,27353,12349,15004,37,35,33615,15559,18056
141f7b617c8b88da3efe0b635c826961,95,75,258588,48569,210019,113,87,274433,44700,229733
dc2f79e7c3c62ce4254cdb820fc710be,58,49,111942,22410,89532,48,44,99744,36399,63345
f3faeb950682e829f544a07e76eae585,16,8,2523,531,1992,11,14,1554,1368,186
6dca6403b6f7821c630a51ae39d81df4,27,21,10748,5427,5321,23,22,10503,5336,5167
9deb85054ab19982dc5f15d989182889,114,89,378218,109980,268238,132,105,420390,139108,281282
15f0a9da2b319359f1f13ff55affed73,96,76,164393,40439,123954,80,43,91898,26673,65225
73c4be19e47602e6bf5f9b56241d7b80,19,11,6134,2860,3274,17,21,6240,3503,2737
4dfc674ce768b2138ea703326c19f03e,81,56,112952,18782,94170,63,46,94731,22146,72585
5f359139fc6399d1ca03624ca04e4003,167,138,682765,153788,528977,145,95,515211,132853,382358
cfb7c889a0da5179289d743cdac7d0ce,41,30,41267,14005,27262,41,29,34539,13988,20551
